nome,cpf,idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao,rua,bairro,cep,cidade
Manuela Cavalcanti,362.***.***-33,35,1988-04-25,Tocantins,8219.17,Ensino Médio,0,Casado,9,Saúde,"Estação Olivia Barros, 37",Tupi B,08480-199,Ferreira do Campo 
João Gomes,237.***.***-86,60,1964-02-02,Minas Gerais,4739.76,Ensino Fundamental,1,Casado,36,Indústria,"Favela Correia, 55",Diamante,27813-615,Porto Verde 
Lorenzo Azevedo,204.***.***-71,36,1987-09-05,Mato Grosso do Sul,7769.92,Ensino Médio,2,Casado,11,Saúde,"Distrito de Costa, 54",Jardim Vitoria,23985-226,Correia 
Henrique Castro,819.***.***-55,34,1990-01-12,Acre,14499.59,Ensino Superior,0,Solteiro,16,Saúde,"Alameda de Dias, 34",Jonas Veiga,64085-288,Barros 
Ana Mendes,139.***.***-70,21,2003-04-03,Roraima,2913.21,Ensino Fundamental,2,Casado,2,Tecnologia,Campo de Silva,Nova Granada,95507-206,Campos 
Enzo Gabriel Peixoto,905.***.***-75,64,1960-03-12,Rio de Janeiro,4401.9,Ensino Superior,0,Casado,0,Comércio,"Lagoa Ana Sophia Costa, 22",Vila Coqueiral,06663-225,Aragão de Goiás 
Sr. Cauê da Luz,983.***.***-77,23,2000-11-24,Piauí,5183.17,Ensino Médio,0,Casado,5,Indústria,"Passarela Cauã Novaes, 78",Anchieta,17244-785,da Mata 
Gabriel Cardoso,064.***.***-33,58,1965-04-18,Pernambuco,20538.3,Ensino Superior,0,Casado,29,Saúde,"Núcleo de Novaes, 2",Santo André,26558-205,da Mota 
Julia da Mata,842.***.***-53,24,2000-02-17,Rondônia,4650.45,Ensino Superior,1,Casado,4,Educação,"Chácara Vieira, 157",Acaba Mundo,09376-801,Rodrigues 
Dr. Pedro Lucas Pinto,750.***.***-92,30,1993-05-19,Alagoas,3963.92,Ensino Fundamental,0,Casado,3,Comércio,"Esplanada de Fogaça, 21",Calafate,59521-998,Almeida Verde 
Ana Júlia Moraes,392.***.***-22,28,1996-01-25,Ceará,6764.265822019516,Ensino Superior,1,Casado,2,Educação,"Morro Cardoso, 57",Brasil Industrial,68927-082,Souza 
Pedro Miguel Castro,316.***.***-62,51,1972-06-27,Maranhão,8590.86,Ensino Superior,0,Solteiro,14,Comércio,"Colônia Raquel Oliveira, 74",Vila Barragem Santa Lúcia,68880-991,das Neves de da Cruz 
Stephany da Cruz,752.***.***-00,34,1989-04-28,Amapá,4162.27,Ensino Médio,3,Solteiro,3,Saúde,"Fazenda Camila Novaes, 30",Cinquentenário,37399-122,Gonçalves 
Rafaela Cardoso,853.***.***-98,18,2005-10-06,Mato Grosso do Sul,4557.42,Ensino Médio,2,Divorciado,0,Comércio,"Condomínio Rezende, 6",Caiçara - Adelaide,60045-442,Dias do Oeste 
Sophie Barros,615.***.***-06,63,1960-11-24,Sergipe,8395.68,Ensino Superior,0,Casado,31,Comércio,"Viaduto Sophie Nogueira, 87",Novo Tupi,26528-473,Nascimento da Mata 
Marcelo Martins,486.***.***-00,20,2003-08-16,Paraná,5629.47,Ensino Médio,1,Casado,1,Indústria,"Avenida Enzo Costa, 64",Gameleira,59292-856,Fogaça do Sul 
Stephany Sales,542.***.***-28,21,2002-11-18,Pará,6410.17,Ensino Médio,0,Casado,3,Indústria,"Via de Nascimento, 36",Nova Cintra,97994-498,Silveira de Rocha 
Vitória Caldeira,713.***.***-68,79,1944-10-08,Piauí,4609.63,Ensino Médio,1,Casado,16,Educação,"Campo Farias, 49",Caiçara - Adelaide,10659-611,Barbosa de Cunha 
Luigi Cardoso,385.***.***-35,31,1992-10-14,Ceará,2858.06,Ensino Fundamental,3,Solteiro,5,Tecnologia,"Largo de Viana, 99",Ribeiro De Abreu,63446-377,Santos das Flores 
Calebe da Rosa,129.***.***-76,22,2001-10-28,Rio Grande do Sul,4336.68,Ensino Médio,1,Solteiro,0,Indústria,"Estrada Nunes, 983",Jardim Vitoria,84480-411,Ribeiro de Lima 
Dra. Eduarda Lima,625.***.***-91,65,1959-02-11,Ceará,7795.33,Ensino Médio,0,Solteiro,1,Comércio,"Campo Marina Costela, 3",Aguas Claras,02180-463,Sales 
Davi Lucca Almeida,230.***.***-03,24,1999-07-11,Mato Grosso,7183.26,Ensino Superior,2,Casado,0,Saúde,"Largo Maitê Teixeira, 51",Parque São José,30539-721,da Rosa 
Maria Sophia Oliveira,781.***.***-30,52,1971-05-09,Sergipe,11539.21,Ensino Médio,1,Solteiro,27,Comércio,"Praça de Nunes, 4",Vila Tirol,18471-906,das Neves do Norte 
Thales da Conceição,087.***.***-67,37,1986-04-29,Distrito Federal,3578.94,Ensino Médio,0,Casado,14,Comércio,"Vale Moura, 34",Corumbiara,82422-164,Souza da Mata 
Dr. Yuri Gonçalves,574.***.***-91,23,2001-01-23,Amazonas,11301.55,Pós-graduação,0,Casado,4,Tecnologia,"Área Esther Oliveira, 35",Nova Vista,21794-668,da Mata 
Dr. Cauã Nascimento,840.***.***-49,43,1980-09-03,Pernambuco,14621.56,Pós-graduação,1,Casado,6,Comércio,"Loteamento de Lima, 486",Colégio Batista,04657-167,Freitas do Oeste 
Raquel Rezende,396.***.***-10,40,1983-09-03,Espírito Santo,8943.72,Ensino Médio,0,Solteiro,15,Comércio,"Feira Ferreira, 7",Nossa Senhora Da Aparecida,83447-590,Santos da Mata 
Joana Cavalcanti,830.***.***-62,18,2005-10-17,Rio de Janeiro,3379.71,Ensino Fundamental,0,Solteiro,0,Comércio,"Praia de Mendes, 62",Estrela,72677-790,Cardoso 
Joaquim da Costa,325.***.***-00,30,1993-09-26,Pernambuco,7044.22,Ensino Médio,1,Casado,9,Comércio,"Aeroporto Viana, 94",Olhos D'água,16697-847,Pinto Grande 
Henrique Alves,781.***.***-13,50,1973-07-28,Goiás,2431.25,Ensino Fundamental,0,Casado,1,Saúde,Núcleo Lavínia da Rosa,Vila Aeroporto,90344-905,Caldeira de da Cunha 
Eduarda Aragão,634.***.***-80,56,1967-08-11,Piauí,16055.04,Pós-graduação,1,Casado,33,Saúde,"Passarela de Campos, 38",São Tomaz,76688-411,Cavalcanti 
Theo Novaes,364.***.***-05,29,1994-12-03,Santa Catarina,12823.21,Ensino Superior,3,Casado,10,Tecnologia,"Rua Gabriela Nascimento, 185",Vila Vista Alegre,64679-217,Vieira 
Srta. Bárbara Cardoso,235.***.***-70,65,1958-11-12,Paraíba,7668.86,Ensino Superior,0,Casado,33,Indústria,"Estrada Brenda Monteiro, 1",Jardim Leblon,18759-939,da Mata Verde 
Isabel da Rocha,725.***.***-67,25,1998-12-28,Minas Gerais,3096.79,Ensino Médio,1,Casado,2,Comércio,"Praça Pinto, 23",Novo Das Industrias,85055-843,da Costa do Norte 
Sr. Isaac Moreira,526.***.***-46,46,1977-12-19,Sergipe,17877.27,Ensino Superior,1,Divorciado,23,Tecnologia,"Praia Rocha, 5",Vila Canto Do Sabiá,87726-584,Cardoso de Rodrigues 
Srta. Sarah Martins,619.***.***-76,46,1978-03-11,Amazonas,6958.11,Ensino Médio,3,Solteiro,12,Educação,"Avenida Nascimento, 62",Vila São Paulo,21629-795,Viana do Norte 
Benício Teixeira,816.***.***-01,47,1976-08-27,Alagoas,6181.7,Ensino Médio,2,Casado,23,Saúde,Setor Thales Moreira,Guaratã,29787-552,da Costa Alegre 
Brenda Aragão,976.***.***-00,39,1984-06-10,Amazonas,6191.66,Ensino Médio,1,Viúvo,1,Educação,"Viela Alexia Cardoso, 29",Vila Santo Antônio,99869-055,Santos 
Bárbara Santos,239.***.***-06,31,1993-03-06,Goiás,9181.32,Ensino Médio,0,Divorciado,12,Tecnologia,"Travessa Luiza Ramos, 41",São Pedro,31615-868,Barros 
Dr. Benício Oliveira,364.***.***-87,53,1970-06-10,Sergipe,9347.17,Ensino Médio,0,Divorciado,15,Tecnologia,"Feira Anthony Dias, 281",Bonsucesso,13698-467,Almeida 
Isabel Porto,725.***.***-20,47,1976-11-10,São Paulo,4709.05,Ensino Médio,1,Casado,11,Indústria,"Vale Esther da Mata, 9",Conjunto Celso Machado,02170-825,Cavalcanti 
Nathan Moura,473.***.***-06,31,1992-07-16,Minas Gerais,6317.55,Ensino Superior,0,Solteiro,9,Tecnologia,"Ladeira de da Luz, 91",Lourdes,78214-764,Moreira 
Lorena Freitas,328.***.***-92,26,1998-01-25,Piauí,9365.53,Ensino Superior,4,Casado,2,Indústria,"Rua de Pereira, 1",Jonas Veiga,23873-614,da Paz 
Lara da Paz,485.***.***-48,48,1975-06-21,Sergipe,10701.87,Ensino Superior,1,Casado,16,Tecnologia,"Vale Pires, 51",Camponesa 1ª Seção,13102-890,Dias 
Ana Carolina Moreira,794.***.***-56,28,1995-05-07,Maranhão,4655.06,Ensino Médio,1,Casado,3,Comércio,"Trecho Miguel Pires, 733",Itatiaia,36404-135,Silva da Praia 
Emanuel da Paz,937.***.***-14,37,1986-12-20,Paraná,3529.75,Ensino Médio,1,Casado,2,Saúde,"Via Igor Lopes, 18",Diamante,78872-395,Ramos 
Bianca Duarte,361.***.***-33,20,2003-06-15,Amapá,1577.65,Ensino Fundamental,0,Casado,2,Educação,"Ladeira Pires, 23",Comiteco,92084-312,Almeida de Minas 
Luiz Otávio da Paz,413.***.***-60,34,1990-03-14,Minas Gerais,11255.37,Ensino Médio,2,Solteiro,16,Tecnologia,"Avenida Isabel Ramos, 65",Leticia,57821-456,Cunha 
Maria Clara Monteiro,962.***.***-03,31,1993-02-20,Amazonas,10630.62,Ensino Superior,0,Casado,8,Comércio,"Vale Oliveira, 30",Vila Fumec,54808-378,Cavalcanti 
Dr. Luiz Felipe Barbosa,719.***.***-03,24,1999-05-01,Goiás,4046.64,Ensino Médio,0,Casado,4,Educação,"Sítio de Barros, 80",Renascença,93782-067,Ramos de Goiás 
Bianca Martins,625.***.***-42,57,1966-05-16,Maranhão,10236.07,Ensino Médio,3,Divorciado,32,Saúde,"Campo da Luz, 86",Lagoinha,72781-381,Aragão 
Benício Farias,056.***.***-11,30,1994-03-21,Roraima,2087.78,Ensino Fundamental,0,Casado,0,Educação,"Morro Lopes, 764",Santa Lúcia,20765-202,Costela de Lopes 
Renan da Rocha,096.***.***-34,52,1972-02-03,Rio Grande do Norte,5300.92,Ensino Médio,4,Solteiro,7,Educação,"Núcleo Gabriel Cavalcanti, 420",Bela Vitoria,71937-699,Barros Grande 
Lívia Carvalho,830.***.***-10,19,2004-11-08,Alagoas,2850.48,Ensino Fundamental,1,Casado,0,Tecnologia,"Quadra de Moreira, 3",Monte São José,84911-154,da Costa Verde 
Pietra Teixeira,987.***.***-40,54,1969-06-26,Maranhão,16866.83,Ensino Superior,0,Solteiro,30,Comércio,"Conjunto de Moura, 59",São Jorge 3ª Seção,15872-903,Alves 
Sr. Thomas Costa,493.***.***-83,39,1984-05-11,Maranhão,7552.46,Ensino Médio,1,Casado,4,Indústria,"Rua Costela, 218",Manacas,98552-248,Jesus de Goiás 
Alícia Costa,063.***.***-92,23,2001-03-31,Espírito Santo,3104.81,Ensino Médio,0,Casado,3,Comércio,"Residencial Helena Cunha, 76",Mangabeiras,27716-706,Farias de Mendes 
Olivia Caldeira,324.***.***-60,47,1976-12-12,Santa Catarina,4280.54,Ensino Médio,0,Solteiro,12,Tecnologia,"Favela de Rodrigues, 43",Laranjeiras,61190-502,Monteiro de da Mota 
Sr. Nicolas Vieira,135.***.***-59,40,1983-09-15,Rondônia,4179.46,Ensino Fundamental,1,Casado,1,Tecnologia,Loteamento de Monteiro,Mangueiras,74163-068,Monteiro da Praia 
Sophie Pires,406.***.***-00,32,1992-04-03,Rio Grande do Norte,7044.61,Ensino Médio,0,Solteiro,2,Indústria,"Recanto de Costa, 4",Boa Esperança,24458-574,da Cruz 
Sr. Arthur Lima,408.***.***-83,33,1991-02-10,Mato Grosso,7076.26,Ensino Médio,2,Divorciado,4,Saúde,"Residencial Eloah Moura, 30",Vila Mangueiras,05154-084,Nogueira de Ribeiro 
Miguel Peixoto,318.***.***-66,34,1989-12-13,Tocantins,2862.46,Ensino Fundamental,0,Solteiro,9,Indústria,"Sítio das Neves, 55",Concórdia,90633-538,da Mota de Viana 
Leandro Rezende,543.***.***-55,20,2004-04-08,Rio de Janeiro,2250.39,Ensino Fundamental,0,Solteiro,2,Saúde,"Área de Rodrigues, 7",Distrito Industrial Do Jatoba,78506-492,Novaes 
Noah Correia,681.***.***-46,23,2000-11-02,Pará,4112.94,Ensino Fundamental,3,Casado,5,Saúde,Viaduto Nina Lima,Pongelupe,23391-854,Oliveira Alegre 
Mariana Ribeiro,109.***.***-96,58,1965-07-23,Mato Grosso,12102.74,Ensino Superior,1,Casado,16,Educação,"Rodovia Paulo da Paz, 74",Jaqueline,91295-931,Barbosa 
Heloísa Vieira,351.***.***-82,31,1992-09-01,Roraima,4600.74,Ensino Médio,0,Casado,6,Educação,"Distrito de Barbosa, 82",Conjunto Lagoa,87595-506,Azevedo da Serra 
Ana Beatriz Pereira,253.***.***-99,45,1979-01-31,Roraima,11969.15,Ensino Superior,0,Casado,13,Saúde,Fazenda de Barbosa,Vila Dos Anjos,70808-343,Silva 
Sra. Marina Santos,361.***.***-98,43,1980-12-20,Santa Catarina,5410.0,Ensino Médio,1,Casado,0,Indústria,"Avenida de Lopes, 68",Acaiaca,84569-775,Azevedo do Sul 
Ana Laura Castro,951.***.***-34,23,2000-04-18,Piauí,2436.39,Ensino Fundamental,0,Casado,3,Educação,"Estrada Teixeira, 60",Barão Homem De Melo 3ª Seção,79427-862,da Mata das Pedras 
Heitor Gomes,916.***.***-00,24,2000-02-20,Maranhão,1688.33,Ensino Fundamental,1,Divorciado,2,Educação,"Setor Stephany Novaes, 874",Maria Goretti,54605-844,Silveira 
Emanuella da Paz,893.***.***-77,18,2005-11-26,Paraná,4458.81,Ensino Superior,1,Casado,0,Educação,"Avenida da Costa, 244",Jardim América,60136-693,Silveira das Flores 
Gabrielly Rodrigues,529.***.***-37,48,1975-07-21,Goiás,6116.88,Ensino Médio,0,Casado,24,Saúde,"Recanto Gustavo Alves, 15",Havaí,72007-291,Ramos 
Kevin Correia,097.***.***-75,21,2003-04-11,Rondônia,6802.31,Ensino Médio,0,Casado,1,Tecnologia,"Jardim Alana Nascimento, 269",Chácara Leonina,97624-692,Nascimento das Pedras 
Maria Clara da Luz,986.***.***-22,48,1976-02-26,Acre,3908.1,Ensino Médio,3,Divorciado,3,Comércio,"Passarela Lucca Cavalcanti, 10",Vila Ouro Minas,84523-387,Cunha da Serra 
Dr. Rafael Rodrigues,250.***.***-29,82,1941-07-04,Paraná,4372.02,Ensino Médio,1,Divorciado,5,Indústria,"Quadra de Ribeiro, 8",São Cristóvão,79847-194,Pires do Oeste 
Dr. Juan Viana,019.***.***-31,54,1969-11-24,Pernambuco,5877.38,Ensino Fundamental,0,Casado,20,Saúde,Alameda Fogaça,Vila Aeroporto,92822-511,Rezende da Praia 
Valentina Pinto,810.***.***-02,39,1984-08-09,Distrito Federal,3001.45,Ensino Fundamental,0,Casado,16,Indústria,"Passarela de Carvalho, 38",Conjunto Paulo Vi,63069-472,Freitas 
Theo Barbosa,347.***.***-13,49,1974-04-21,Acre,17080.77,Ensino Superior,0,Viúvo,25,Saúde,"Vereda Fogaça, 54",Rio Branco,97957-424,Silva 
Isaac Pereira,159.***.***-88,62,1962-01-17,Bahia,22723.87,Pós-graduação,1,Solteiro,25,Saúde,"Conjunto Juliana Lopes, 62",Piratininga,08484-618,Lopes do Sul 
Lavínia da Costa,247.***.***-34,24,1999-09-24,Minas Gerais,4600.44,Ensino Médio,2,Casado,6,Educação,"Rodovia de Teixeira, 6",Alípio De Melo,06784-963,Caldeira 
Daniel Monteiro,127.***.***-87,38,1986-01-06,Acre,7383.89,Não informado,2,Não informado,13,Não informado,"Loteamento Noah da Mata, 915",São João,53821-961,da Luz 
Pedro Lucas Silva,521.***.***-88,50,1973-09-07,Ceará,5919.06,Ensino Fundamental,3,Casado,32,Tecnologia,"Favela de Jesus, 42",Marmiteiros,08364-953,Lopes 
Nathan da Costa,127.***.***-78,68,1956-01-12,Acre,8226.63,Ensino Médio,0,Solteiro,40,Saúde,"Chácara Ribeiro, 9",Dona Clara,12601-195,Correia do Norte 
Srta. Ana Julia Freitas,570.***.***-44,49,1974-11-07,Rio de Janeiro,9879.24,Ensino Médio,3,Solteiro,2,Tecnologia,"Núcleo Sabrina Cavalcanti, 258",Paraíso,37158-728,Silveira do Norte 
João Lucas Duarte,950.***.***-02,48,1976-03-02,Santa Catarina,11552.93,Ensino Médio,0,Divorciado,28,Saúde,"Fazenda Vitória Cardoso, 19",Conjunto Paulo Vi,68309-412,Gonçalves da Praia 
Joana Barbosa,654.***.***-44,54,1969-09-16,Paraná,5273.75,Ensino Médio,2,Casado,2,Saúde,"Passarela de Almeida, 1",Lorena,46093-899,Fernandes de Araújo 
Pedro Lucas Cunha,416.***.***-07,22,2001-09-23,Rondônia,7947.42,Ensino Superior,1,Casado,1,Saúde,"Vereda Ramos, 72",Vitoria Da Conquista,74947-132,Mendes 
Lavínia Moraes,269.***.***-50,53,1971-01-14,Pernambuco,10567.52,Ensino Superior,0,Casado,1,Saúde,"Núcleo de Rodrigues, 58",Vila Novo São Lucas,73991-694,Ribeiro do Campo 
Mirella da Conceição,924.***.***-04,25,1998-05-04,São Paulo,3366.68,Ensino Médio,2,Casado,1,Saúde,Chácara de Peixoto,Jardim São José,18984-163,Pires de Goiás 
Dra. Juliana Silveira,691.***.***-98,27,1996-07-04,Piauí,2890.9,Ensino Médio,1,Casado,8,Indústria,"Parque de Azevedo, 31",Monte São José,58219-060,da Paz Verde 
Luana Ferreira,812.***.***-20,44,1979-08-05,Goiás,3328.35,Ensino Médio,0,Solteiro,8,Saúde,"Viela Farias, 15",Santa Sofia,86015-915,da Costa de Sales 
Sr. Rafael Costela,375.***.***-79,28,1995-11-10,Rondônia,4141.99,Ensino Fundamental,4,Casado,3,Comércio,"Vale Jesus, 392",Rio Branco,17517-978,Farias de Silveira 
Paulo da Cunha,931.***.***-70,53,1970-11-22,Mato Grosso do Sul,5328.74,Ensino Médio,1,Casado,30,Educação,"Área Clara Vieira, 27",Alpes,91907-407,Nogueira Grande 
Maria Fernanda Novaes,481.***.***-40,28,1995-06-28,Distrito Federal,7515.56,Ensino Médio,1,Solteiro,9,Tecnologia,"Campo Luigi das Neves, 51",São Gabriel,89890-988,Lima 
Dr. Calebe Farias,946.***.***-76,43,1980-04-13,Rio Grande do Sul,6764.265822019516,Ensino Superior,1,Casado,14,Indústria,Esplanada da Mota,Dom Cabral,88295-691,Carvalho 
Gabriel da Cunha,763.***.***-82,55,1968-08-23,Alagoas,3559.5,Ensino Fundamental,0,Casado,14,Educação,Distrito de Souza,Luxemburgo,43287-391,da Costa 
Sarah Cardoso,385.***.***-47,27,1996-10-30,Mato Grosso,5290.65,Ensino Médio,0,Casado,8,Educação,Rodovia Correia,Nova Suíça,82038-632,Rocha 
Pietro Azevedo,892.***.***-40,24,2000-02-18,Espírito Santo,11576.19,Ensino Superior,0,Casado,6,Saúde,Alameda Isabel Silva,Santa Rita,35761-419,Ferreira do Campo 
Srta. Isadora Porto,038.***.***-31,41,1982-12-18,Rondônia,7211.05,Ensino Médio,1,Solteiro,1,Tecnologia,"Condomínio de Freitas, 80",Nova Cintra,99990-274,Caldeira 
Ana Beatriz Monteiro,374.***.***-62,27,1996-08-17,Piauí,4641.33,Ensino Fundamental,0,Divorciado,8,Saúde,"Vale de da Cruz, 69",Vila Do Pombal,65709-967,Viana 
Maitê Nogueira,307.***.***-75,58,1965-12-10,Distrito Federal,11024.1,Ensino Médio,0,Casado,25,Saúde,"Loteamento de Costa, 59",Alípio De Melo,73823-192,Ribeiro 
Felipe Oliveira,345.***.***-92,29,1995-02-27,Amapá,1622.01,Ensino Fundamental,0,Solteiro,1,Educação,Estrada de Viana,Nova Suíça,52541-898,da Cunha do Galho 
Alana da Luz,524.***.***-37,21,2002-04-23,Paraíba,4249.77,Ensino Superior,2,Casado,0,Educação,"Estrada Enrico Ramos, 30",Pousada Santo Antonio,22005-899,Alves 
Emilly Cardoso,039.***.***-30,22,2002-02-09,Maranhão,4717.64,Ensino Médio,2,Casado,2,Indústria,Feira de Peixoto,São Jorge 3ª Seção,77031-743,Pinto 
Alexia da Costa,795.***.***-14,37,1987-02-13,Roraima,4854.06,Ensino Médio,1,Solteiro,1,Comércio,"Viaduto da Costa, 7",Santa Sofia,46157-549,da Conceição 
Emanuelly Sales,058.***.***-07,23,2000-04-26,Alagoas,3346.05,Ensino Fundamental,4,Casado,2,Educação,"Morro Kaique Lima, 69",Estoril,13961-126,Rocha 
Nicole da Mata,674.***.***-16,39,1984-08-15,Distrito Federal,8933.86,Ensino Médio,3,Divorciado,8,Tecnologia,"Recanto Lopes, 80",Vila Vista Alegre,75513-914,Castro 
Maria Julia Cunha,846.***.***-84,55,1968-06-11,Amazonas,8467.03,Ensino Médio,1,Casado,16,Tecnologia,"Feira Lorenzo da Mata, 71",Minas Brasil,81615-146,Nogueira de Martins 
Elisa Silveira,235.***.***-51,27,1996-10-13,Sergipe,5403.91,Ensino Superior,3,Casado,7,Educação,"Núcleo Maria Vitória Cardoso, 87",Paraíso,23544-214,Ribeiro 
Emanuella da Luz,435.***.***-55,38,1985-12-07,Espírito Santo,2572.05,Ensino Fundamental,0,Casado,13,Comércio,"Viela de Silva, 77",Jardim Dos Comerciarios,62237-586,Gomes da Mata 
Lavínia Sales,076.***.***-59,49,1975-01-01,Goiás,5140.76,Ensino Médio,1,Casado,0,Comércio,"Rua Pires, 533",Monsenhor Messias,76803-384,Nunes de Goiás 
Elisa Correia,374.***.***-47,46,1978-01-09,Acre,10092.79,Ensino Superior,5,Solteiro,22,Indústria,"Fazenda Moraes, 5",Alto Caiçaras,36500-833,Novaes de Gonçalves 
Caroline Gonçalves,612.***.***-46,58,1966-02-22,Tocantins,6074.02,Ensino Médio,0,Solteiro,37,Educação,Viela da Paz,Santa Monica,71515-428,Farias 
Marcos Vinicius Fernandes,913.***.***-39,22,2001-11-04,Espírito Santo,4446.25,Não informado,1,Não informado,3,Não informado,"Colônia Fernando Cunha, 7",Petropolis,19824-085,Costa 
Gabriel Aragão,390.***.***-00,34,1989-12-30,Alagoas,6764.265822019516,Ensino Médio,1,Solteiro,0,Indústria,"Ladeira de da Rosa, 3",Nova Granada,51387-442,Gomes 
Raul Ramos,051.***.***-25,54,1969-09-22,Amazonas,6764.265822019516,Não informado,0,Não informado,21,Não informado,"Residencial Arthur Cardoso, 43",Confisco,33249-741,Mendes 
Lorenzo Sales,943.***.***-00,30,1993-08-19,Santa Catarina,6463.25,Ensino Médio,1,Solteiro,0,Indústria,"Setor Pinto, 547",Vila Ipiranga,67627-853,Rodrigues 
João Miguel Gonçalves,804.***.***-60,23,2000-06-15,Tocantins,8768.09,Ensino Superior,0,Solteiro,0,Saúde,Morro de Campos,Vila Nova Cachoeirinha 3ª Seção,22550-454,da Luz 
Francisco Ribeiro,450.***.***-57,57,1966-05-11,Bahia,11597.37,Ensino Médio,2,Viúvo,31,Saúde,"Passarela Costela, 3",Diamante,75576-547,Farias das Flores 
Eduardo Rezende,193.***.***-12,48,1975-05-11,Amazonas,9033.76,Ensino Médio,0,Solteiro,13,Indústria,"Esplanada Martins, 81",Boa Vista,64375-503,Lopes Alegre 
Luana Correia,809.***.***-29,41,1982-05-22,Paraná,4647.58,Ensino Médio,1,Solteiro,2,Educação,Setor João Lucas da Cunha,Mangabeiras,81310-464,Azevedo 
Sofia Santos,437.***.***-23,36,1987-11-18,Pará,3020.45,Ensino Fundamental,1,Divorciado,14,Indústria,"Chácara Caldeira, 61",Colégio Batista,10674-259,Ramos 
Melissa Teixeira,346.***.***-01,39,1985-03-21,Tocantins,5991.79,Ensino Fundamental,1,Casado,19,Indústria,"Jardim Maria Fernanda Teixeira, 71",Vila Santa Rosa,93025-029,Peixoto 
Luiz Felipe Nascimento,718.***.***-58,73,1950-08-27,Rio Grande do Norte,3273.41,Ensino Médio,1,Divorciado,18,Educação,"Rua Lara Ferreira, 42",Solar Do Barreiro,83017-419,Melo 
Valentina Melo,543.***.***-43,42,1981-06-28,São Paulo,10692.23,Ensino Superior,1,Casado,17,Comércio,"Parque Breno Vieira, 61",Carlos Prates,23708-193,Farias 
Rodrigo Lima,915.***.***-05,64,1959-11-18,Tocantins,6614.18,Ensino Médio,0,Solteiro,24,Comércio,"Colônia de Almeida, 8",Itapoa,91158-313,Teixeira 
Davi Lucca da Rocha,239.***.***-29,27,1996-07-25,Espírito Santo,2545.34,Não informado,0,Não informado,7,Não informado,"Campo de Santos, 90",Conjunto Califórnia Ii,02063-390,Duarte 
Valentina Correia,198.***.***-22,19,2005-01-13,Distrito Federal,3861.39,Ensino Médio,0,Casado,0,Indústria,"Jardim Sophie Costela, 60",São Francisco,33649-915,Oliveira das Pedras 
Isis Pires,028.***.***-53,30,1994-03-09,Mato Grosso,8576.27,Ensino Superior,3,Casado,9,Comércio,"Recanto Maitê Fogaça, 78",Itatiaia,66872-999,Araújo 
João Gabriel Silva,803.***.***-90,27,1997-02-18,Paraíba,3161.43,Ensino Médio,0,Casado,5,Educação,"Condomínio Moura, 284",Alto Das Antenas,49385-993,Santos do Galho 
Samuel Moreira,215.***.***-00,24,1999-12-28,Pará,7933.51,Ensino Superior,0,Casado,0,Tecnologia,Ladeira de Alves,Cardoso,02712-978,Dias de Minas 
